,country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
116,"Macao, China",4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,22800.0,24200.0,25300.0,24500.0,25100.0,27600.0,28600.0,28800.0,30000.0,30100.0,33100.0,34100.0,34800.0,35200.0,34400.0,33700.0,31600.0,30400.0,31700.0,32000.0,34100.0,37000.0,45600.0,47900.0,52900.0,59000.0,59400.0,58600.0,71500.0,84800.0,90800.0,98800.0,95000.0,73200.0,71400.0,77100.0,80500.0,77000.0,34600.0,40600.0
117,Morocco,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,729.0,781.0,835.0,881.0,898.0,924.0,923.0,933.0,961.0,1010.0,1090.0,1130.0,1120.0,1150.0,1160.0,1110.0,1170.0,1160.0,1200.0,1250.0,1330.0,1300.0,1430.0,1440.0,1470.0,1550.0,1490.0,1460.0,1590.0,1480.0,1640.0,1590.0,1680.0,1670.0,1680.0,1780.0,1810.0,1890.0,1960.0,2000.0,2120.0,2170.0,2260.0,2330.0,2390.0,2480.0,2520.0,2590.0,3050.0,3140.0,3120.0,3230.0,3300.0,3360.0,3080.0,3290.0
118,Monaco,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,72700.0,75500.0,78100.0,82500.0,85700.0,84000.0,86400.0,88300.0,90700.0,92900.0,93700.0,93800.0,95100.0,94800.0,94800.0,95100.0,96200.0,97500.0,101000.0,104000.0,106000.0,106000.0,107000.0,105000.0,107000.0,108000.0,109000.0,110000.0,113000.0,116000.0,120000.0,123000.0,125000.0,126000.0,130000.0,133000.0,141000.0,162000.0,163000.0,142000.0,142000.0,148000.0,147000.0,157000.0,165000.0,170000.0,175000.0,169000.0,179000.0,191000.0,167000.0,204000.0
119,Moldova,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,1500.0,1420.0,1450.0,1350.0,1310.0,1340.0,1420.0,1540.0,1640.0,1770.0,1910.0,2000.0,2070.0,2230.0,2100.0,2250.0,2390.0,2370.0,2590.0,2720.0,2730.0,2880.0,3070.0,3260.0,3440.0,3220.0,3690.0
120,Madagascar,818.0,814.0,811.0,783.0,793.0,769.0,764.0,784.0,815.0,822.0,841.0,848.0,812.0,767.0,759.0,746.0,702.0,697.0,659.0,703.0,690.0,604.0,576.0,566.0,560.0,551.0,546.0,537.0,540.0,546.0,546.0,497.0,488.0,483.0,468.0,461.0,456.0,458.0,461.0,468.0,474.0,488.0,415.0,442.0,452.0,460.0,471.0,483.0,501.0,467.0,457.0,451.0,452.0,450.0,453.0,456.0,462.0,468.0,470.0,479.0,434.0,442.0
121,Maldives,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,5450.0,5750.0,6120.0,6460.0,6750.0,6900.0,6520.0,6880.0,7690.0,8020.0,6860.0,8450.0,8800.0,9300.0,8320.0,8620.0,9040.0,8950.0,9290.0,9580.0,9430.0,9620.0,9920.0,10300.0,10800.0,7010.0,9810.0
122,Mexico,3900.0,3960.0,4020.0,4200.0,4550.0,4710.0,4830.0,4950.0,5240.0,5250.0,5420.0,5450.0,5710.0,5970.0,6130.0,6290.0,6380.0,6400.0,6770.0,7220.0,7680.0,8150.0,7950.0,7520.0,7630.0,7650.0,7280.0,7280.0,7250.0,7420.0,7660.0,7830.0,7950.0,7950.0,8190.0,7530.0,7900.0,8290.0,8580.0,8670.0,8950.0,8780.0,8650.0,8640.0,8850.0,8930.0,9200.0,9290.0,9280.0,8680.0,9000.0,9200.0,9400.0,9400.0,9550.0,9750.0,9900.0,10000.0,10100.0,10000.0,9150.0,9530.0
123,Marshall Islands,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,2400.0,2420.0,2680.0,2680.0,2410.0,2890.0,3040.0,3160.0,3010.0,3020.0,2960.0,3110.0,3230.0,3360.0,3580.0,3160.0,2910.0,2840.0,2770.0,2790.0,2970.0,3070.0,3020.0,3070.0,3130.0,3140.0,3260.0,3020.0,3140.0,3330.0,3340.0,3350.0,3530.0,3550.0,3700.0,3860.0,4090.0,4370.0,4980.0,5040.0,5260.0
124,North Macedonia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,3570.0,3360.0,3170.0,2960.0,2930.0,2900.0,2920.0,2950.0,3040.0,3150.0,3280.0,3170.0,3240.0,3300.0,3450.0,3600.0,3780.0,4020.0,4230.0,4210.0,4340.0,4430.0,4410.0,4530.0,4690.0,4860.0,4990.0,5040.0,5180.0,5390.0,5070.0,5290.0
125,Mali,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,340.0,348.0,344.0,359.0,363.0,378.0,366.0,355.0,389.0,434.0,453.0,438.0,473.0,443.0,441.0,399.0,398.0,389.0,458.0,463.0,454.0,480.0,491.0,469.0,514.0,488.0,493.0,501.0,495.0,518.0,532.0,558.0,574.0,557.0,623.0,623.0,658.0,647.0,667.0,675.0,676.0,685.0,695.0,709.0,708.0,682.0,678.0,703.0,724.0,742.0,756.0,768.0,779.0,746.0,745.0
126,Malta,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,3140.0,3210.0,3400.0,3550.0,3900.0,4630.0,5400.0,6030.0,6630.0,7250.0,7680.0,7880.0,7890.0,7730.0,7800.0,7870.0,8040.0,8310.0,8930.0,9570.0,10100.0,10400.0,10800.0,11200.0,11700.0,12300.0,12700.0,13300.0,13900.0,14500.0,17200.0,16900.0,17200.0,17700.0,17700.0,18100.0,18500.0,19300.0,19900.0,19600.0,20600.0,20600.0,21200.0,22100.0,23300.0,24900.0,25200.0,27200.0,27900.0,28400.0,25400.0,27900.0
127,Myanmar,4611.6781609195405,145.0,145.0,154.0,156.0,156.0,156.0,144.0,145.0,152.0,154.0,158.0,159.0,157.0,157.0,162.0,167.0,173.0,180.0,187.0,196.0,206.0,214.0,220.0,226.0,230.0,228.0,218.0,198.0,187.0,190.0,189.0,195.0,207.0,219.0,231.0,244.0,255.0,267.0,286.0,318.0,354.0,391.0,438.0,494.0,556.0,625.0,698.0,771.0,846.0,925.0,986.0,1040.0,1110.0,1200.0,1220.0,1340.0,1410.0,1490.0,1580.0,1620.0,1320.0
128,Montenegro,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,4490.0,4720.0,4290.0,4430.0,4460.0,4530.0,4620.0,4820.0,5010.0,5440.0,5800.0,6210.0,5830.0,5980.0,6170.0,6000.0,6200.0,6310.0,6520.0,6710.0,7020.0,7380.0,7680.0,6520.0,7350.0
129,Mongolia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,1430.0,1510.0,1560.0,1610.0,1660.0,1770.0,1790.0,1830.0,1860.0,1770.0,1590.0,1420.0,1350.0,1360.0,1430.0,1450.0,1490.0,1520.0,1550.0,1560.0,1590.0,1650.0,1750.0,1920.0,2040.0,2200.0,2400.0,2590.0,2520.0,2650.0,3060.0,3370.0,3700.0,3910.0,3920.0,3890.0,4020.0,4240.0,4390.0,4110.0,4110.0
130,Northern Mariana Islands,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,12546.005154639175,12677.810256410256,20800.0,21600.0,21700.0,19800.0,19200.0,18800.0,17600.0,15200.0,16300.0,15500.0,15700.0,16200.0,17000.0,17700.0,23000.0,28500.0,23200.0,20800.0,15232.731343283582,15765.051020408164
131,Mozambique,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,247.0,254.0,231.0,191.0,175.0,173.0,166.0,190.0,205.0,216.0,215.0,221.0,204.0,219.0,223.0,218.0,235.0,254.0,273.0,297.0,294.0,321.0,342.0,356.0,374.0,389.0,416.0,437.0,457.0,473.0,489.0,511.0,531.0,551.0,574.0,594.0,598.0,601.0,604.0,600.0,576.0,573.0
132,Mauritania,4611.6781609195405,1240.0,1210.0,1150.0,1430.0,1610.0,1570.0,1580.0,1690.0,1660.0,1800.0,1780.0,1720.0,1590.0,1730.0,1590.0,1680.0,1600.0,1550.0,1570.0,1580.0,1590.0,1510.0,1520.0,1420.0,1420.0,1460.0,1450.0,1430.0,1460.0,1400.0,1380.0,1360.0,1380.0,1290.0,1380.0,1430.0,1340.0,1340.0,1350.0,1270.0,1220.0,1220.0,1270.0,1300.0,1380.0,1600.0,1530.0,1490.0,1450.0,1450.0,1460.0,1480.0,1500.0,1520.0,1560.0,1540.0,1600.0,1630.0,1670.0,1610.0,1610.0
133,Mauritius,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,2410.0,2520.0,2590.0,2630.0,2330.0,2430.0,2530.0,2520.0,2610.0,2770.0,3010.0,3260.0,3450.0,3580.0,3810.0,3940.0,4140.0,4300.0,4410.0,4560.0,4770.0,4980.0,5220.0,5290.0,5670.0,5810.0,5870.0,6170.0,6400.0,6470.0,6760.0,7110.0,7470.0,7690.0,8010.0,8320.0,8590.0,8860.0,9180.0,9510.0,9870.0,10200.0,10700.0,11000.0,9360.0,9700.0
134,Malawi,181.0,190.0,187.0,180.0,180.0,199.0,220.0,231.0,221.0,228.0,224.0,253.0,262.0,261.0,273.0,281.0,287.0,291.0,309.0,311.0,300.0,273.0,269.0,268.0,272.0,274.0,263.0,255.0,249.0,241.0,245.0,259.0,233.0,252.0,229.0,268.0,282.0,287.0,292.0,294.0,292.0,271.0,269.0,277.0,285.0,286.0,291.0,310.0,325.0,342.0,355.0,361.0,358.0,366.0,376.0,376.0,375.0,380.0,386.0,396.0,389.0,389.0
135,Malaysia,1290.0,1340.0,1390.0,1440.0,1480.0,1550.0,1620.0,1640.0,1730.0,1770.0,1830.0,1970.0,2100.0,2300.0,2430.0,2390.0,2600.0,2730.0,2830.0,3020.0,3160.0,3290.0,3400.0,3520.0,3690.0,3550.0,3490.0,3560.0,3800.0,4020.0,4260.0,4540.0,4800.0,5140.0,5450.0,5830.0,6240.0,6520.0,5880.0,6090.0,6460.0,6330.0,6510.0,6720.0,7000.0,7210.0,7440.0,7740.0,7950.0,7680.0,8100.0,8390.0,8710.0,8980.0,9370.0,9700.0,9980.0,10400.0,10800.0,11100.0,10400.0,10600.0
136,Namibia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,3560.0,3560.0,3480.0,3320.0,3230.0,3150.0,3200.0,3200.0,3120.0,2980.0,2860.0,2990.0,3100.0,2960.0,2910.0,2940.0,2950.0,3000.0,3020.0,3050.0,3080.0,3060.0,3150.0,3240.0,3590.0,3630.0,3850.0,4000.0,4050.0,4010.0,4190.0,4330.0,4480.0,4650.0,4850.0,4970.0,4880.0,4750.0,4710.0,4600.0,4160.0,4200.0
137,New Caledonia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,12546.005154639175,12677.810256410256,13023.145,13284.465,13763.845771144279,14091.66169154229,14999.445544554455,15523.569306930693,15408.357843137255,14767.956097560975,15025.756097560976,15285.558252427185,15402.648780487805,15418.169082125603,15614.676328502415,32400.0,16069.849514563106,16325.73786407767,16600.563106796115,16833.014705882353,15232.731343283582,15765.051020408164
138,Niger,744.0,755.0,808.0,859.0,835.0,867.0,839.0,816.0,797.0,732.0,734.0,755.0,697.0,563.0,596.0,564.0,553.0,579.0,638.0,664.0,628.0,608.0,602.0,562.0,453.0,474.0,489.0,475.0,492.0,482.0,461.0,445.0,440.0,428.0,422.0,418.0,405.0,398.0,423.0,408.0,389.0,403.0,409.0,403.0,390.0,404.0,413.0,411.0,427.0,419.0,438.0,432.0,460.0,466.0,479.0,481.0,489.0,495.0,511.0,521.0,520.0,508.0
139,Nigeria,1460.0,1430.0,1460.0,1550.0,1590.0,1640.0,1530.0,1270.0,1220.0,1490.0,1820.0,2030.0,2050.0,2110.0,2290.0,2110.0,2230.0,2300.0,2100.0,2180.0,2200.0,1860.0,1680.0,1460.0,1410.0,1450.0,1410.0,1420.0,1490.0,1480.0,1610.0,1570.0,1610.0,1530.0,1470.0,1430.0,1450.0,1460.0,1460.0,1430.0,1460.0,1510.0,1690.0,1770.0,1880.0,1950.0,2010.0,2090.0,2170.0,2280.0,2400.0,2460.0,2490.0,2590.0,2680.0,2680.0,2570.0,2530.0,2510.0,2510.0,2400.0,2430.0
140,Nicaragua,1670.0,1740.0,1870.0,2010.0,2180.0,2310.0,2320.0,2400.0,2360.0,2420.0,2380.0,2380.0,2360.0,2430.0,2690.0,2610.0,2660.0,2790.0,2500.0,1790.0,1820.0,1870.0,1800.0,1840.0,1760.0,1650.0,1600.0,1550.0,1320.0,1270.0,1240.0,1210.0,1190.0,1160.0,1170.0,1210.0,1270.0,1290.0,1320.0,1390.0,1430.0,1450.0,1440.0,1460.0,1520.0,1570.0,1610.0,1670.0,1700.0,1620.0,1670.0,1750.0,1840.0,1900.0,1960.0,2030.0,2090.0,2150.0,2050.0,1950.0,1890.0,2050.0
141,Netherlands,14300.0,14100.0,14900.0,15200.0,16300.0,17400.0,17700.0,18400.0,19400.0,20400.0,21400.0,22000.0,22600.0,23600.0,24200.0,24000.0,24900.0,25400.0,25900.0,26200.0,26400.0,26000.0,25500.0,26000.0,26700.0,27200.0,27800.0,28200.0,29000.0,30100.0,31100.0,31600.0,31900.0,32100.0,32800.0,33700.0,34700.0,36000.0,37500.0,39100.0,40500.0,41100.0,40900.0,40800.0,41500.0,42200.0,43600.0,45100.0,45900.0,44000.0,44400.0,44900.0,44200.0,44100.0,44500.0,45200.0,45900.0,47000.0,47800.0,48400.0,46300.0,48300.0
142,Curaçao,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,21500.0,22200.0,22200.0,21800.0,21500.0,21100.0,20900.0,21000.0,21200.0,21000.0,20700.0,20500.0,20400.0,20000.0,19500.0,19300.0,18900.0,18500.0,18200.0,17800.0,14700.0,15600.0
143,Norway,19100.0,20200.0,20600.0,21200.0,22100.0,23100.0,23800.0,25000.0,25400.0,26300.0,26600.0,27900.0,29200.0,30300.0,31300.0,32700.000000000004,34400.0,35700.0,36900.0,38400.0,40100.0,40600.0,40500.0,42000.0,44400.0,46700.0,48400.0,49100.0,48700.0,49000.0,49700.0,51000.0,52600.0,53700.0,56100.0,58200.0,60800.0,63600.0,64900.00000000001,65800.0,67400.0,68500.0,69100.0,69300.0,71700.0,73000.0,74200.0,75600.0,75000.0,72800.0,72400.0,72200.0,73200.0,73000.0,73700.0,74400.0,74500.0,75600.0,76000.0,76000.0,75000.0,77500.0
144,Nepal,326.0,326.0,325.0,325.0,343.0,331.0,347.0,335.0,330.0,337.0,339.0,327.0,330.0,322.0,335.0,332.0,340.0,342.0,349.0,349.0,333.0,353.0,358.0,339.0,363.0,376.0,385.0,383.0,404.0,412.0,421.0,436.0,441.0,446.0,471.0,476.0,491.0,506.0,511.0,524.0,547.0,564.0,556.0,570.0,590.0,604.0,619.0,635.0,670.0,696.0,726.0,748.0,781.0,807.0,853.0,882.0,878.0,946.0,1010.0,1060.0,1020.0,1040.0
145,Nauru,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,12546.005154639175,12677.810256410256,13023.145,13284.465,3290.0,3190.0,3500.0,2710.0,3320.0,3620.0,4020.0,4410.0,4830.0,6160.0,7630.0,7740.0,7840.0,7230.0,7520.0,7390.0,7360.0,7350.0
146,New Zealand,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,22500.0,22500.0,23100.0,23400.0,24400.0,24400.0,24900.0,25900.0,26100.0,26800.0,26900.0,26700.0,26600.0,26400.0,24900.0,24900.0,26200.0,27200.0,28000.0,28600.0,28800.0,28800.0,30200.0,30900.0,31700.0,32700.000000000004,33500.0,34300.0,35100.0,35600.0,36400.0,35700.0,35300.0,35400.0,35900.0,36500.0,37200.0,38000.0,38600.0,39200.0,39800.0,40400.0,40600.0,39200.0,40400.0
147,Oman,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,2690.0,2760.0,4490.0,7960.0,9760.0,10800.0,10600.0,11400.0,9470.0,10200.0,12200.0,14000.0,13500.0,12300.0,12200.0,12200.0,13500.0,14300.0,15700.0,17300.0,18600.0,17800.0,16200.0,16200.0,17100.0,16300.0,16400.0,17000.0,17300.0,17400.0,18000.0,18200.0,19000.0,19200.0,19000.0,20000.0,20600.0,20100.0,19300.0,19300.0,19400.0,20100.0,20600.0,21900.0,22900.0,21800.0,20100.0,19900.0,19400.0,18700.0,18800.0,18800.0,18300.0,18300.0,18000.0,17700.0,18300.0
148,Pakistan,371.0,384.0,392.0,416.0,437.0,470.0,485.0,498.0,519.0,533.0,578.0,565.0,555.0,578.0,581.0,588.0,600.0,605.0,633.0,634.0,671.0,693.0,708.0,729.0,743.0,773.0,788.0,809.0,841.0,853.0,862.0,877.0,920.0,913.0,920.0,937.0,953.0,935.0,932.0,939.0,949.0,953.0,952.0,986.0,1040.0,1080.0,1120.0,1150.0,1140.0,1150.0,1140.0,1150.0,1170.0,1200.0,1240.0,1280.0,1340.0,1380.0,1440.0,1450.0,1410.0,1470.0
149,Panama,2720.0,2930.0,3080.0,3240.0,3290.0,3480.0,3630.0,3830.0,3980.0,4190.0,4360.0,4650.0,4730.0,4850.0,4840.0,4790.0,4750.0,4690.0,5030.0,5130.0,5670.0,6050.0,6220.0,5810.0,5830.0,5980.0,6060.0,5820.0,4930.0,4900.0,5190.0,5560.0,5890.0,6080.0,6130.0,6110.0,6230.0,6500.0,6840.0,6970.0,7020.0,6930.0,6940.0,7100.0,7490.0,7870.0,8390.0,9230.0,9950.0,9900.0,10300.0,11200.0,12100.0,12700.0,13200.0,13700.0,14100.0,14600.0,14900.0,15100.0,12200.0,13900.0
150,Peru,2700.0,2820.0,3010.0,3050.0,3160.0,3240.0,3410.0,3440.0,3340.0,3370.0,3390.0,3460.0,3480.0,3600.0,3840.0,3910.0,3870.0,3780.0,3590.0,3650.0,3770.0,3880.0,3780.0,3300.0,3340.0,3330.0,3560.0,3820.0,3380.0,2900.0,2700.0,2700.0,2630.0,2710.0,2990.0,3150.0,3170.0,3320.0,3250.0,3240.0,3280.0,3260.0,3390.0,3500.0,3640.0,3830.0,4080.0,4400.0,4760.0,4780.0,5140.0,5420.0,5700.0,5980.0,6060.0,6180.0,6340.0,6400.0,6530.0,6550.0,5750.0,6440.0
151,Philippines,1100.0,1130.0,1150.0,1200.0,1200.0,1230.0,1250.0,1290.0,1310.0,1340.0,1360.0,1390.0,1430.0,1520.0,1530.0,1580.0,1670.0,1720.0,1760.0,1810.0,1850.0,1870.0,1890.0,1880.0,1700.0,1550.0,1570.0,1600.0,1670.0,1730.0,1740.0,1690.0,1660.0,1660.0,1690.0,1730.0,1780.0,1830.0,1780.0,1790.0,1830.0,1850.0,1880.0,1930.0,2020.0,2080.0,2150.0,2250.0,2300.0,2290.0,2420.0,2460.0,2590.0,2720.0,2840.0,2970.0,3130.0,3290.0,3440.0,3590.0,3200.0,3330.0
152,Palau,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,11400.0,12100.0,12500.0,12100.0,12600.0,13200.0,13300.0,13700.0,13100.0,12400.0,12600.0,13700.0,14200.0,13800.0,14700.0,15800.0,15700.0,15100.0,15100.0,15100.0,13700.0,11800.0
153,Papua New Guinea,1320.0,1370.0,1420.0,1450.0,1540.0,1660.0,1720.0,1750.0,1780.0,1890.0,2040.0,2120.0,2190.0,2280.0,2280.0,2210.0,2090.0,2060.0,2190.0,2190.0,2100.0,2050.0,2010.0,2030.0,1980.0,2020.0,2070.0,2080.0,2100.0,2020.0,1910.0,2020.0,2220.0,2530.0,2590.0,2410.0,2510.0,2320.0,2160.0,2120.0,2000.0,1930.0,1860.0,1840.0,1830.0,1890.0,1930.0,2010.0,1950.0,2020.0,2150.0,2120.0,2150.0,2180.0,2410.0,2500.0,2580.0,2600.0,2540.0,2590.0,2460.0,2410.0
154,Poland,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,5110.0,4740.0,4840.0,5010.0,5260.0,5630.0,5970.0,6350.0,6640.0,6950.0,7340.0,7440.0,7590.0,7860.0,8260.0,8550.0,9080.0,9730.0,10100.0,10400.0,10800.0,11300.0,11500.0,11600.0,12000.0,12600.0,12900.0,13600.0,14400.0,15100.0,14800.0,15900.0
